workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,result
Private,11th,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,<=50K
Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,1485,70,United-States,>50K
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,Puerto-Rico,>50K
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Private,7th-8th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,?,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
Private,11th,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,75,United-States,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Private,Some-college,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,<=50K
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Japan,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
State-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,2036,0,20,United-States,<=50K
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,?,<=50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
Private,10th,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,45,United-States,>50K
State-gov,Doctorate,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,France,>50K
Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K
Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Assoc-acdm,Widowed,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K
Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,10th,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Federal-gov,HS-grad,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
Private,9th,Widowed,Other-service,Not-in-family,White,Female,0,0,25,Puerto-Rico,<=50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K
Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,62,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,Some-college,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,?,<=50K
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
Private,10th,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,India,<=50K
Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
Self-emp-inc,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
?,10th,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1651,40,United-States,<=50K
Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K
?,HS-grad,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,9562,0,50,United-States,>50K
Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Poland,<=50K
Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,54,United-States,>50K
Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K
Private,5th-6th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
Private,Some-college,Divorced,Farming-fishing,Unmarried,White,Female,0,0,45,United-States,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
Local-gov,Masters,Divorced,Adm-clerical,Unmarried,White,Female,0,0,41,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,17,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
?,HS-grad,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,28,United-States,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,11th,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
Private,Some-college,Widowed,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,>50K
Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1719,40,United-States,<=50K
Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,28,United-States,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
Private,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica,<=50K
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,England,<=50K
Private,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,32,United-States,<=50K
Self-emp-inc,HS-grad,Separated,Sales,Unmarried,White,Female,0,0,20,Honduras,<=50K
Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,50,Mexico,<=50K
Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
Private,12th,Married-spouse-absent,Other-service,Own-child,Other,Female,0,0,20,United-States,<=50K
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
?,HS-grad,Married-civ-spouse,?,Wife,White,Female,2885,0,40,United-States,<=50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
?,Bachelors,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Taiwan,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,4416,0,45,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,50,United-States,>50K
?,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,10,South,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,United-States,<=50K
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,16,United-States,<=50K
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,5013,0,45,United-States,<=50K
Private,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,40,United-States,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Local-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,40,?,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
